0,64.96,1.34
0,0,128,47.0,0,1.07,0.51,0.04,0.51,33,55.0,RETURNED,0.1,0.0,8,30,pop:sample:1
0,0,128,45.0,1,1.07,0.51,0.05,0.51,31,46.0,RETURNED,0.1,0.0,8,30,pop:sample:4
0,0,128,44.0,2,1.07,0.51,0.05,0.52,35,45.0,RETURNED,0.1,0.0,8,30,pop:sample:7
0,0,128,53.0,3,1.07,0.51,0.05,0.51,30,63.0,RETURNED,0.1,0.0,8,30,pop:sample:10
0,0,128,38.0,4,1.07,0.51,0.04,0.52,26,39.0,RETURNED,0.1,0.0,8,30,pop:sample:13
0,0,128,33.0,5,1.09,0.51,0.06,0.52,28,35.0,RETURNED,0.1,0.0,8,30,pop:sample:16
0,0,128,35.0,6,1.07,0.51,0.05,0.52,42,38.0,RETURNED,0.1,0.0,8,30,pop:sample:19
0,0,128,30.0,7,1.07,0.51,0.05,0.51,30,30.0,RETURNED,0.1,0.0,8,30,pop:sample:22
0,0,128,23.0,8,1.13,0.51,0.1,0.51,37,27.0,RETURNED,0.1,0.0,8,30,pop:sample:25
0,0,128,26.0,9,1.08,0.51,0.06,0.51,28,28.0,RETURNED,0.1,0.0,8,30,pop:sample:28
0,0,128,26.0,10,1.09,0.53,0.05,0.52,31,26.0,RETURNED,0.1,0.0,8,30,pop:sample:31
0,0,128,24.0,11,1.07,0.51,0.05,0.5,28,24.0,RETURNED,0.1,0.0,8,30,pop:sample:34
0,0,128,23.0,12,1.07,0.51,0.05,0.51,33,26.0,RETURNED,0.1,0.0,8,30,pop:sample:37
0,0,128,21.0,13,1.1,0.52,0.06,0.51,31,21.0,RETURNED,0.1,0.0,8,30,pop:sample:40
0,0,128,21.0,14,1.08,0.51,0.05,0.52,35,21.0,RETURNED,0.1,0.0,8,30,pop:sample:43
0,0,128,19.0,15,1.08,0.52,0.05,0.52,34,21.0,RETURNED,0.1,0.0,8,30,pop:sample:46
0,0,128,21.0,16,1.07,0.51,0.05,0.51,31,21.0,RETURNED,0.1,0.0,8,30,pop:sample:49
0,0,128,19.0,17,1.09,0.52,0.06,0.51,29,19.0,RETURNED,0.1,0.0,8,30,pop:sample:52
0,0,128,17.0,18,1.1,0.52,0.06,0.51,42,17.0,RETURNED,0.1,0.0,8,30,pop:sample:55
0,0,128,19.0,19,1.09,0.52,0.06,0.51,34,19.0,RETURNED,0.1,0.0,8,30,pop:sample:58
0,1,128,46.0,0,1.1,0.52,0.06,0.52,28,60.0,RETURNED,0.1,0.0,8,30,pop:sample:2
0,1,128,39.0,1,1.08,0.51,0.06,0.51,33,51.0,RETURNED,0.1,0.0,8,30,pop:sample:5
0,1,128,38.0,2,1.08,0.51,0.06,0.5,34,45.0,RETURNED,0.1,0.0,8,30,pop:sample:8
0,1,128,42.0,3,1.11,0.52,0.07,0.51,25,42.0,RETURNED,0.1,0.0,8,30,pop:sample:11
0,1,128,30.0,4,1.09,0.51,0.05,0.53,29,35.0,RETURNED,0.1,0.0,8,30,pop:sample:14
0,1,128,27.0,5,1.09,0.51,0.06,0.52,22,30.0,RETURNED,0.1,0.0,8,30,pop:sample:17
0,1,128,34.0,6,1.08,0.51,0.06,0.51,33,35.0,RETURNED,0.1,0.0,8,30,pop:sample:20
0,1,128,31.0,7,1.09,0.51,0.07,0.51,34,31.0,RETURNED,0.1,0.0,8,30,pop:sample:23
0,1,128,26.0,8,1.08,0.5,0.06,0.51,28,27.0,RETURNED,0.1,0.0,8,30,pop:sample:26
0,1,128,24.0,9,1.09,0.52,0.05,0.51,36,26.0,RETURNED,0.1,0.0,8,30,pop:sample:29
0,1,128,24.0,10,1.08,0.51,0.05,0.52,31,24.0,RETURNED,0.1,0.0,8,30,pop:sample:32
0,1,128,21.0,11,1.07,0.51,0.05,0.51,25,23.0,RETURNED,0.1,0.0,8,30,pop:sample:35
0,1,128,21.0,12,1.07,0.51,0.05,0.51,25,21.0,RETURNED,0.1,0.0,8,30,pop:sample:38
0,1,128,21.0,13,1.09,0.52,0.06,0.51,38,21.0,RETURNED,0.1,0.0,8,30,pop:sample:41
0,1,128,21.0,14,1.08,0.52,0.05,0.51,31,21.0,RETURNED,0.1,0.0,8,30,pop:sample:44
0,1,128,21.0,15,1.09,0.52,0.05,0.52,30,21.0,RETURNED,0.1,0.0,8,30,pop:sample:47
